latitude_bin,longitude_bin,updated_type,updated_subtype,alert_count
41.72,-87.67,Hazard,Road,49
41.72,-87.67,Hazard,Shoulder,9
41.72,-87.67,Hazard,Unclassified,2
41.72,-87.67,Hazard,Weather,3
41.72,-87.67,Road Closure,Unclassified,3
41.72,-87.67,Traffic Jam,Heavy,35
41.72,-87.67,Traffic Jam,Moderate,2
41.72,-87.67,Traffic Jam,Standstill,22
41.72,-87.67,Traffic Jam,Unclassified,15
41.72,-87.66,Accident,Major,2
41.72,-87.66,Accident,Minor,1
41.72,-87.66,Accident,Unclassified,13
41.72,-87.66,Hazard,Road,97
41.72,-87.66,Hazard,Shoulder,7
41.72,-87.66,Hazard,Unclassified,2
41.72,-87.66,Hazard,Weather,6
41.72,-87.66,Road Closure,Unclassified,11
41.72,-87.66,Traffic Jam,Heavy,61
41.72,-87.66,Traffic Jam,Standstill,36
41.72,-87.66,Traffic Jam,Unclassified,28
41.72,-87.65,Accident,Minor,1
41.72,-87.65,Accident,Unclassified,9
41.72,-87.65,Hazard,Road,45
41.72,-87.65,Hazard,Shoulder,11
41.72,-87.65,Hazard,Unclassified,2
41.72,-87.65,Hazard,Weather,4
41.72,-87.65,Traffic Jam,Heavy,35
41.72,-87.65,Traffic Jam,Moderate,1
41.72,-87.65,Traffic Jam,Standstill,22
41.72,-87.65,Traffic Jam,Unclassified,24
41.72,-87.64,Accident,Major,11
41.72,-87.64,Accident,Minor,4
41.72,-87.64,Accident,Unclassified,28
41.72,-87.64,Hazard,Road,142
41.72,-87.64,Hazard,Shoulder,70
41.72,-87.64,Hazard,Unclassified,1
41.72,-87.64,Hazard,Weather,10
41.72,-87.64,Road Closure,Event,2
41.72,-87.64,Road Closure,Unclassified,3
41.72,-87.64,Traffic Jam,Heavy,120
41.72,-87.64,Traffic Jam,Moderate,2
41.72,-87.64,Traffic Jam,Standstill,36
41.72,-87.64,Traffic Jam,Unclassified,41
41.72,-87.63,Accident,Major,20
41.72,-87.63,Accident,Unclassified,27
41.72,-87.63,Hazard,Road,139
41.72,-87.63,Hazard,Shoulder,333
41.72,-87.63,Hazard,Unclassified,3
41.72,-87.63,Hazard,Weather,9
41.72,-87.63,Road Closure,Unclassified,4
41.72,-87.63,Traffic Jam,Heavy,199
41.72,-87.63,Traffic Jam,Moderate,9
41.72,-87.63,Traffic Jam,Standstill,135
41.72,-87.63,Traffic Jam,Unclassified,66
41.72,-87.62,Accident,Major,50
41.72,-87.62,Accident,Minor,10
41.72,-87.62,Accident,Unclassified,115
41.72,-87.62,Hazard,Road,466
41.72,-87.62,Hazard,Shoulder,2221
41.72,-87.62,Hazard,Unclassified,8
41.72,-87.62,Hazard,Weather,12
41.72,-87.62,Road Closure,Event,1
41.72,-87.62,Traffic Jam,Heavy,852
41.72,-87.62,Traffic Jam,Moderate,35
41.72,-87.62,Traffic Jam,Standstill,459
41.72,-87.62,Traffic Jam,Unclassified,260
41.72,-87.61,Accident,Unclassified,6
41.72,-87.61,Hazard,Road,23
41.72,-87.61,Hazard,Shoulder,3
41.72,-87.61,Hazard,Weather,1
41.72,-87.61,Traffic Jam,Heavy,1
41.72,-87.61,Traffic Jam,Unclassified,2
41.72,-87.6,Accident,Major,2
41.72,-87.6,Accident,Unclassified,2
41.72,-87.6,Hazard,Road,20
41.72,-87.6,Hazard,Shoulder,5
41.72,-87.6,Hazard,Unclassified,7
41.72,-87.6,Traffic Jam,Heavy,5
41.72,-87.6,Traffic Jam,Standstill,9
41.72,-87.6,Traffic Jam,Unclassified,20
41.72,-87.59,Accident,Major,7
41.72,-87.59,Accident,Minor,4
41.72,-87.59,Accident,Unclassified,32
41.72,-87.59,Hazard,Road,161
41.72,-87.59,Hazard,Shoulder,238
41.72,-87.59,Hazard,Unclassified,4
41.72,-87.59,Hazard,Weather,5
41.72,-87.59,Road Closure,Unclassified,2
41.72,-87.59,Traffic Jam,Heavy,70
41.72,-87.59,Traffic Jam,Moderate,1
41.72,-87.59,Traffic Jam,Standstill,57
41.72,-87.59,Traffic Jam,Unclassified,45
41.72,-87.58,Accident,Major,6
41.72,-87.58,Accident,Minor,4
41.72,-87.58,Accident,Unclassified,44
41.72,-87.58,Hazard,Road,134
41.72,-87.58,Hazard,Shoulder,196
41.72,-87.58,Hazard,Weather,6
41.72,-87.58,Road Closure,Unclassified,2
41.72,-87.58,Traffic Jam,Heavy,170
41.72,-87.58,Traffic Jam,Moderate,2
41.72,-87.58,Traffic Jam,Standstill,158
41.72,-87.58,Traffic Jam,Unclassified,59
41.72,-87.57,Accident,Minor,1
41.72,-87.57,Accident,Unclassified,15
41.72,-87.57,Hazard,Road,17
41.72,-87.57,Hazard,Shoulder,5
41.72,-87.57,Hazard,Weather,4
41.72,-87.57,Road Closure,Unclassified,4
41.72,-87.57,Traffic Jam,Heavy,2
41.72,-87.57,Traffic Jam,Standstill,1
41.72,-87.57,Traffic Jam,Unclassified,4
41.72,-87.56,Accident,Unclassified,4
41.72,-87.56,Hazard,Road,6
41.72,-87.56,Hazard,Shoulder,4
41.72,-87.56,Hazard,Weather,3
41.72,-87.56,Traffic Jam,Heavy,1
41.72,-87.56,Traffic Jam,Unclassified,5
41.73,-87.72,Hazard,Road,1
41.73,-87.72,Hazard,Weather,1
41.73,-87.72,Road Closure,Unclassified,2
41.73,-87.72,Traffic Jam,Standstill,2
41.73,-87.72,Traffic Jam,Unclassified,1
41.73,-87.68,Accident,Major,1
41.73,-87.68,Hazard,Road,7
41.73,-87.68,Hazard,Weather,1
41.73,-87.68,Traffic Jam,Heavy,2
41.73,-87.68,Traffic Jam,Unclassified,4
41.73,-87.67,Accident,Unclassified,1
41.73,-87.67,Hazard,Road,10
41.73,-87.67,Hazard,Shoulder,1
41.73,-87.67,Hazard,Weather,1
41.73,-87.67,Road Closure,Unclassified,1
41.73,-87.67,Traffic Jam,Standstill,1
41.73,-87.67,Traffic Jam,Unclassified,2
41.73,-87.66,Accident,Major,1
41.73,-87.66,Accident,Minor,1
41.73,-87.66,Accident,Unclassified,9
41.73,-87.66,Hazard,Road,32
41.73,-87.66,Hazard,Shoulder,5
41.73,-87.66,Hazard,Weather,3
41.73,-87.66,Traffic Jam,Heavy,8
41.73,-87.66,Traffic Jam,Standstill,7
41.73,-87.66,Traffic Jam,Unclassified,6
41.73,-87.65,Accident,Unclassified,3
41.73,-87.65,Hazard,Road,6
41.73,-87.65,Hazard,Shoulder,1
41.73,-87.65,Hazard,Weather,1
41.73,-87.65,Traffic Jam,Heavy,4
41.73,-87.65,Traffic Jam,Standstill,2
41.73,-87.65,Traffic Jam,Unclassified,5
41.73,-87.64,Accident,Major,1
41.73,-87.64,Accident,Unclassified,6
41.73,-87.64,Hazard,Road,40
41.73,-87.64,Hazard,Shoulder,1
41.73,-87.64,Traffic Jam,Heavy,4
41.73,-87.64,Traffic Jam,Standstill,2
41.73,-87.64,Traffic Jam,Unclassified,8
41.73,-87.63,Accident,Major,2
41.73,-87.63,Accident,Unclassified,3
41.73,-87.63,Hazard,Road,20
41.73,-87.63,Hazard,Shoulder,18
41.73,-87.63,Hazard,Unclassified,1
41.73,-87.63,Hazard,Weather,1
41.73,-87.63,Traffic Jam,Heavy,7
41.73,-87.63,Traffic Jam,Standstill,1
41.73,-87.63,Traffic Jam,Unclassified,9
41.73,-87.62,Accident,Major,77
41.73,-87.62,Accident,Minor,20
41.73,-87.62,Accident,Unclassified,158
41.73,-87.62,Hazard,Road,503
41.73,-87.62,Hazard,Shoulder,2171
41.73,-87.62,Hazard,Unclassified,13
41.73,-87.62,Hazard,Weather,14
41.73,-87.62,Road Closure,Event,4
41.73,-87.62,Road Closure,Unclassified,1
41.73,-87.62,Traffic Jam,Heavy,775
41.73,-87.62,Traffic Jam,Moderate,26
41.73,-87.62,Traffic Jam,Standstill,463
41.73,-87.62,Traffic Jam,Unclassified,252
41.73,-87.61,Accident,Major,1
41.73,-87.61,Accident,Unclassified,5
41.73,-87.61,Hazard,Road,10
41.73,-87.61,Hazard,Shoulder,1
41.73,-87.61,Hazard,Weather,2
41.73,-87.61,Road Closure,Unclassified,1
41.73,-87.61,Traffic Jam,Heavy,1
41.73,-87.61,Traffic Jam,Standstill,2
41.73,-87.61,Traffic Jam,Unclassified,6
41.73,-87.6,Accident,Unclassified,6
41.73,-87.6,Hazard,Road,10
41.73,-87.6,Hazard,Unclassified,1
41.73,-87.6,Hazard,Weather,3
41.73,-87.6,Road Closure,Unclassified,1
41.73,-87.6,Traffic Jam,Unclassified,10
41.73,-87.59,Accident,Major,1
41.73,-87.59,Accident,Minor,2
41.73,-87.59,Accident,Unclassified,9
41.73,-87.59,Hazard,Road,67
41.73,-87.59,Hazard,Shoulder,8
41.73,-87.59,Hazard,Weather,5
41.73,-87.59,Road Closure,Unclassified,1
41.73,-87.59,Traffic Jam,Heavy,45
41.73,-87.59,Traffic Jam,Standstill,68
41.73,-87.59,Traffic Jam,Unclassified,26
41.73,-87.58,Accident,Unclassified,2
41.73,-87.58,Hazard,Road,64
41.73,-87.58,Hazard,Shoulder,4
41.73,-87.58,Hazard,Unclassified,2
41.73,-87.58,Hazard,Weather,1
41.73,-87.58,Road Closure,Event,1
41.73,-87.58,Road Closure,Unclassified,3
41.73,-87.58,Traffic Jam,Heavy,6
41.73,-87.58,Traffic Jam,Unclassified,13
41.73,-87.57,Accident,Unclassified,4
41.73,-87.57,Hazard,Road,20
41.73,-87.57,Hazard,Shoulder,88
41.73,-87.57,Hazard,Weather,2
41.73,-87.57,Road Closure,Unclassified,1
41.73,-87.57,Traffic Jam,Standstill,2
41.73,-87.57,Traffic Jam,Unclassified,6
41.73,-87.56,Accident,Major,1
41.73,-87.56,Accident,Unclassified,5
41.73,-87.56,Hazard,Road,91
41.73,-87.56,Hazard,Shoulder,307
41.73,-87.56,Hazard,Weather,6
41.73,-87.56,Traffic Jam,Heavy,11
41.73,-87.56,Traffic Jam,Moderate,1
41.73,-87.56,Traffic Jam,Standstill,9
41.73,-87.56,Traffic Jam,Unclassified,15
41.74,-87.74,Accident,Major,2
41.74,-87.74,Accident,Unclassified,17
41.74,-87.74,Hazard,Road,38
41.74,-87.74,Hazard,Shoulder,11
41.74,-87.74,Hazard,Unclassified,1
41.74,-87.74,Hazard,Weather,1
41.74,-87.74,Traffic Jam,Heavy,20
41.74,-87.74,Traffic Jam,Moderate,2
41.74,-87.74,Traffic Jam,Standstill,3
41.74,-87.74,Traffic Jam,Unclassified,10
41.74,-87.73,Accident,Major,1
41.74,-87.73,Accident,Unclassified,1
41.74,-87.73,Hazard,Road,16
41.74,-87.73,Hazard,Shoulder,3
41.74,-87.73,Hazard,Weather,3
41.74,-87.73,Traffic Jam,Heavy,3
41.74,-87.73,Traffic Jam,Standstill,1
41.74,-87.73,Traffic Jam,Unclassified,7
41.74,-87.72,Accident,Major,2
41.74,-87.72,Accident,Minor,1
41.74,-87.72,Accident,Unclassified,17
41.74,-87.72,Hazard,Road,54
41.74,-87.72,Hazard,Shoulder,4
41.74,-87.72,Hazard,Weather,1
41.74,-87.72,Traffic Jam,Heavy,68
41.74,-87.72,Traffic Jam,Moderate,2
41.74,-87.72,Traffic Jam,Standstill,68
41.74,-87.72,Traffic Jam,Unclassified,32
41.74,-87.71,Accident,Major,1
41.74,-87.71,Accident,Minor,1
41.74,-87.71,Accident,Unclassified,8
41.74,-87.71,Hazard,Road,51
41.74,-87.71,Hazard,Shoulder,14
41.74,-87.71,Hazard,Unclassified,1
41.74,-87.71,Hazard,Weather,3
41.74,-87.71,Road Closure,Unclassified,3
41.74,-87.71,Traffic Jam,Heavy,27
41.74,-87.71,Traffic Jam,Standstill,77
41.74,-87.71,Traffic Jam,Unclassified,16
41.74,-87.7,Accident,Major,2
41.74,-87.7,Accident,Minor,1
41.74,-87.7,Accident,Unclassified,8
41.74,-87.7,Hazard,Road,29
41.74,-87.7,Hazard,Shoulder,8
41.74,-87.7,Hazard,Weather,1
41.74,-87.7,Road Closure,Event,2
41.74,-87.7,Traffic Jam,Heavy,24
41.74,-87.7,Traffic Jam,Standstill,3
41.74,-87.7,Traffic Jam,Unclassified,10
41.74,-87.69,Accident,Unclassified,11
41.74,-87.69,Hazard,Road,14
41.74,-87.69,Hazard,Shoulder,2
41.74,-87.69,Hazard,Unclassified,3
41.74,-87.69,Hazard,Weather,3
41.74,-87.69,Road Closure,Unclassified,1
41.74,-87.69,Traffic Jam,Heavy,2
41.74,-87.69,Traffic Jam,Standstill,13
41.74,-87.69,Traffic Jam,Unclassified,8
41.74,-87.68,Accident,Unclassified,10
41.74,-87.68,Hazard,Road,23
41.74,-87.68,Hazard,Shoulder,9
41.74,-87.68,Hazard,Weather,2
41.74,-87.68,Traffic Jam,Heavy,9
41.74,-87.68,Traffic Jam,Standstill,2
41.74,-87.68,Traffic Jam,Unclassified,4
41.74,-87.67,Accident,Unclassified,7
41.74,-87.67,Hazard,Road,35
41.74,-87.67,Hazard,Shoulder,8
41.74,-87.67,Hazard,Unclassified,1
41.74,-87.67,Hazard,Weather,6
41.74,-87.67,Traffic Jam,Heavy,46
41.74,-87.67,Traffic Jam,Moderate,1
41.74,-87.67,Traffic Jam,Standstill,18
41.74,-87.67,Traffic Jam,Unclassified,23
41.74,-87.66,Accident,Minor,1
41.74,-87.66,Accident,Unclassified,7
41.74,-87.66,Hazard,Road,70
41.74,-87.66,Hazard,Shoulder,6
41.74,-87.66,Hazard,Weather,1
41.74,-87.66,Traffic Jam,Heavy,19
41.74,-87.66,Traffic Jam,Moderate,1
41.74,-87.66,Traffic Jam,Standstill,6
41.74,-87.66,Traffic Jam,Unclassified,22
41.74,-87.65,Accident,Major,5
41.74,-87.65,Accident,Minor,2
41.74,-87.65,Accident,Unclassified,14
41.74,-87.65,Hazard,Road,44
41.74,-87.65,Hazard,Shoulder,6
41.74,-87.65,Hazard,Weather,7
41.74,-87.65,Road Closure,Unclassified,2
41.74,-87.65,Traffic Jam,Heavy,17
41.74,-87.65,Traffic Jam,Moderate,1
41.74,-87.65,Traffic Jam,Standstill,5
41.74,-87.65,Traffic Jam,Unclassified,11
41.74,-87.64,Accident,Major,2
41.74,-87.64,Accident,Minor,1
41.74,-87.64,Accident,Unclassified,11
41.74,-87.64,Hazard,Road,116
41.74,-87.64,Hazard,Shoulder,10
41.74,-87.64,Hazard,Weather,7
41.74,-87.64,Road Closure,Unclassified,17
41.74,-87.64,Traffic Jam,Heavy,30
41.74,-87.64,Traffic Jam,Moderate,3
41.74,-87.64,Traffic Jam,Standstill,11
41.74,-87.64,Traffic Jam,Unclassified,22
41.74,-87.63,Accident,Major,42
41.74,-87.63,Accident,Minor,6
41.74,-87.63,Accident,Unclassified,89
41.74,-87.63,Hazard,Road,389
41.74,-87.63,Hazard,Shoulder,1254
41.74,-87.63,Hazard,Unclassified,3
41.74,-87.63,Hazard,Weather,18
41.74,-87.63,Road Closure,Event,4
41.74,-87.63,Road Closure,Unclassified,23
41.74,-87.63,Traffic Jam,Heavy,421
41.74,-87.63,Traffic Jam,Moderate,8
41.74,-87.63,Traffic Jam,Standstill,226
41.74,-87.63,Traffic Jam,Unclassified,119
41.74,-87.62,Accident,Major,49
41.74,-87.62,Accident,Minor,5
41.74,-87.62,Accident,Unclassified,71
41.74,-87.62,Hazard,Road,277
41.74,-87.62,Hazard,Shoulder,962
41.74,-87.62,Hazard,Unclassified,7
41.74,-87.62,Hazard,Weather,12
41.74,-87.62,Road Closure,Event,6
41.74,-87.62,Traffic Jam,Heavy,325
41.74,-87.62,Traffic Jam,Moderate,12
41.74,-87.62,Traffic Jam,Standstill,209
41.74,-87.62,Traffic Jam,Unclassified,124
41.74,-87.61,Accident,Unclassified,4
41.74,-87.61,Hazard,Road,45
41.74,-87.61,Hazard,Shoulder,1
41.74,-87.61,Hazard,Weather,2
41.74,-87.61,Traffic Jam,Heavy,20
41.74,-87.61,Traffic Jam,Standstill,13
41.74,-87.61,Traffic Jam,Unclassified,16
41.74,-87.6,Accident,Unclassified,7
41.74,-87.6,Hazard,Road,35
41.74,-87.6,Hazard,Shoulder,5
41.74,-87.6,Hazard,Weather,1
41.74,-87.6,Traffic Jam,Heavy,3
41.74,-87.6,Traffic Jam,Standstill,2
41.74,-87.6,Traffic Jam,Unclassified,12
41.74,-87.59,Accident,Major,3
41.74,-87.59,Accident,Minor,3
41.74,-87.59,Accident,Unclassified,16
41.74,-87.59,Hazard,Road,64
41.74,-87.59,Hazard,Shoulder,11
41.74,-87.59,Hazard,Weather,2
41.74,-87.59,Traffic Jam,Heavy,12
41.74,-87.59,Traffic Jam,Standstill,6
41.74,-87.59,Traffic Jam,Unclassified,17
41.74,-87.58,Accident,Minor,2
41.74,-87.58,Accident,Unclassified,10
41.74,-87.58,Hazard,Road,79
41.74,-87.58,Hazard,Shoulder,112
41.74,-87.58,Hazard,Weather,10
41.74,-87.58,Road Closure,Construction,1
41.74,-87.58,Road Closure,Event,2
41.74,-87.58,Road Closure,Unclassified,4
41.74,-87.58,Traffic Jam,Heavy,6
41.74,-87.58,Traffic Jam,Moderate,1
41.74,-87.58,Traffic Jam,Standstill,6
41.74,-87.58,Traffic Jam,Unclassified,15
41.74,-87.57,Accident,Major,1
41.74,-87.57,Accident,Minor,1
41.74,-87.57,Accident,Unclassified,12
41.74,-87.57,Hazard,Road,157
41.74,-87.57,Hazard,Shoulder,419
41.74,-87.57,Hazard,Unclassified,11
41.74,-87.57,Hazard,Weather,5
41.74,-87.57,Traffic Jam,Heavy,19
41.74,-87.57,Traffic Jam,Moderate,1
41.74,-87.57,Traffic Jam,Standstill,19
41.74,-87.57,Traffic Jam,Unclassified,29
41.74,-87.56,Accident,Unclassified,4
41.74,-87.56,Hazard,Road,9
41.74,-87.56,Hazard,Unclassified,1
41.74,-87.56,Hazard,Weather,3
41.74,-87.56,Traffic Jam,Unclassified,5
41.75,-87.74,Accident,Major,4
41.75,-87.74,Accident,Minor,3
41.75,-87.74,Accident,Unclassified,25
41.75,-87.74,Hazard,Road,121
41.75,-87.74,Hazard,Shoulder,12
41.75,-87.74,Hazard,Weather,5
41.75,-87.74,Traffic Jam,Heavy,45
41.75,-87.74,Traffic Jam,Moderate,3
41.75,-87.74,Traffic Jam,Standstill,31
41.75,-87.74,Traffic Jam,Unclassified,31
41.75,-87.73,Accident,Major,1
41.75,-87.73,Accident,Minor,1
41.75,-87.73,Accident,Unclassified,14
41.75,-87.73,Hazard,Road,27
41.75,-87.73,Hazard,Shoulder,9
41.75,-87.73,Hazard,Weather,3
41.75,-87.73,Traffic Jam,Heavy,4
41.75,-87.73,Traffic Jam,Moderate,1
41.75,-87.73,Traffic Jam,Standstill,2
41.75,-87.73,Traffic Jam,Unclassified,11
41.75,-87.72,Accident,Major,1
41.75,-87.72,Accident,Unclassified,16
41.75,-87.72,Hazard,Road,44
41.75,-87.72,Hazard,Shoulder,12
41.75,-87.72,Hazard,Weather,5
41.75,-87.72,Traffic Jam,Heavy,25
41.75,-87.72,Traffic Jam,Standstill,60
41.75,-87.72,Traffic Jam,Unclassified,22
41.75,-87.71,Accident,Unclassified,6
41.75,-87.71,Hazard,Road,56
41.75,-87.71,Hazard,Shoulder,7
41.75,-87.71,Hazard,Weather,6
41.75,-87.71,Road Closure,Unclassified,2
41.75,-87.71,Traffic Jam,Heavy,19
41.75,-87.71,Traffic Jam,Standstill,110
41.75,-87.71,Traffic Jam,Unclassified,26
41.75,-87.7,Accident,Major,2
41.75,-87.7,Accident,Minor,2
41.75,-87.7,Accident,Unclassified,23
41.75,-87.7,Hazard,Road,86
41.75,-87.7,Hazard,Shoulder,16
41.75,-87.7,Hazard,Unclassified,2
41.75,-87.7,Hazard,Weather,4
41.75,-87.7,Traffic Jam,Heavy,42
41.75,-87.7,Traffic Jam,Standstill,62
41.75,-87.7,Traffic Jam,Unclassified,29
41.75,-87.69,Accident,Minor,1
41.75,-87.69,Accident,Unclassified,2
41.75,-87.69,Hazard,Road,23
41.75,-87.69,Hazard,Shoulder,6
41.75,-87.69,Traffic Jam,Heavy,6
41.75,-87.69,Traffic Jam,Standstill,10
41.75,-87.69,Traffic Jam,Unclassified,7
41.75,-87.68,Accident,Unclassified,6
41.75,-87.68,Hazard,Road,17
41.75,-87.68,Hazard,Unclassified,7
41.75,-87.68,Road Closure,Unclassified,2
41.75,-87.68,Traffic Jam,Heavy,10
41.75,-87.68,Traffic Jam,Standstill,2
41.75,-87.68,Traffic Jam,Unclassified,17
41.75,-87.67,Accident,Unclassified,7
41.75,-87.67,Hazard,Road,20
41.75,-87.67,Hazard,Unclassified,12
41.75,-87.67,Hazard,Weather,1
41.75,-87.67,Traffic Jam,Heavy,36
41.75,-87.67,Traffic Jam,Moderate,2
41.75,-87.67,Traffic Jam,Standstill,15
41.75,-87.67,Traffic Jam,Unclassified,20
41.75,-87.66,Accident,Major,2
41.75,-87.66,Accident,Minor,1
41.75,-87.66,Accident,Unclassified,11
41.75,-87.66,Hazard,Road,53
41.75,-87.66,Hazard,Shoulder,4
41.75,-87.66,Hazard,Unclassified,2
41.75,-87.66,Hazard,Weather,6
41.75,-87.66,Road Closure,Unclassified,2
41.75,-87.66,Traffic Jam,Heavy,16
41.75,-87.66,Traffic Jam,Moderate,1
41.75,-87.66,Traffic Jam,Standstill,8
41.75,-87.66,Traffic Jam,Unclassified,17
41.75,-87.65,Accident,Unclassified,10
41.75,-87.65,Hazard,Road,39
41.75,-87.65,Hazard,Unclassified,9
41.75,-87.65,Hazard,Weather,2
41.75,-87.65,Road Closure,Unclassified,10
41.75,-87.65,Traffic Jam,Heavy,9
41.75,-87.65,Traffic Jam,Standstill,4
41.75,-87.65,Traffic Jam,Unclassified,14
41.75,-87.64,Accident,Minor,2
41.75,-87.64,Accident,Unclassified,5
41.75,-87.64,Hazard,Road,70
41.75,-87.64,Hazard,Shoulder,6
41.75,-87.64,Hazard,Weather,4
41.75,-87.64,Road Closure,Unclassified,10
41.75,-87.64,Traffic Jam,Heavy,44
41.75,-87.64,Traffic Jam,Moderate,2
41.75,-87.64,Traffic Jam,Standstill,13
41.75,-87.64,Traffic Jam,Unclassified,17
41.75,-87.63,Accident,Major,31
41.75,-87.63,Accident,Minor,8
41.75,-87.63,Accident,Unclassified,100
41.75,-87.63,Hazard,Road,309
41.75,-87.63,Hazard,Shoulder,1134
41.75,-87.63,Hazard,Unclassified,24
41.75,-87.63,Hazard,Weather,9
41.75,-87.63,Road Closure,Event,5
41.75,-87.63,Traffic Jam,Heavy,561
41.75,-87.63,Traffic Jam,Moderate,9
41.75,-87.63,Traffic Jam,Standstill,352
41.75,-87.63,Traffic Jam,Unclassified,176
41.75,-87.62,Accident,Major,48
41.75,-87.62,Accident,Minor,5
41.75,-87.62,Accident,Unclassified,36
41.75,-87.62,Hazard,Road,198
41.75,-87.62,Hazard,Shoulder,598
41.75,-87.62,Hazard,Unclassified,10
41.75,-87.62,Hazard,Weather,6
41.75,-87.62,Road Closure,Event,5
41.75,-87.62,Traffic Jam,Heavy,228
41.75,-87.62,Traffic Jam,Moderate,13
41.75,-87.62,Traffic Jam,Standstill,93
41.75,-87.62,Traffic Jam,Unclassified,80
41.75,-87.61,Accident,Unclassified,10
41.75,-87.61,Hazard,Road,17
41.75,-87.61,Hazard,Shoulder,2
41.75,-87.61,Hazard,Weather,2
41.75,-87.61,Traffic Jam,Heavy,4
41.75,-87.61,Traffic Jam,Standstill,1
41.75,-87.61,Traffic Jam,Unclassified,17
41.75,-87.6,Accident,Major,1
41.75,-87.6,Accident,Unclassified,5
41.75,-87.6,Hazard,Road,31
41.75,-87.6,Hazard,Shoulder,2
41.75,-87.6,Hazard,Weather,4
41.75,-87.6,Road Closure,Event,4
41.75,-87.6,Road Closure,Unclassified,10
41.75,-87.6,Traffic Jam,Heavy,1
41.75,-87.6,Traffic Jam,Standstill,1
41.75,-87.6,Traffic Jam,Unclassified,7
41.75,-87.59,Accident,Major,2
41.75,-87.59,Accident,Minor,6
41.75,-87.59,Accident,Unclassified,23
41.75,-87.59,Hazard,Road,192
41.75,-87.59,Hazard,Shoulder,419
41.75,-87.59,Hazard,Unclassified,1
41.75,-87.59,Hazard,Weather,9
41.75,-87.59,Traffic Jam,Heavy,23
41.75,-87.59,Traffic Jam,Standstill,23
41.75,-87.59,Traffic Jam,Unclassified,26
41.75,-87.58,Accident,Major,2
41.75,-87.58,Accident,Unclassified,7
41.75,-87.58,Hazard,Road,156
41.75,-87.58,Hazard,Shoulder,299
41.75,-87.58,Hazard,Weather,2
41.75,-87.58,Traffic Jam,Heavy,15
41.75,-87.58,Traffic Jam,Standstill,5
41.75,-87.58,Traffic Jam,Unclassified,14
41.75,-87.57,Accident,Unclassified,2
41.75,-87.57,Hazard,Road,12
41.75,-87.57,Hazard,Shoulder,1
41.75,-87.57,Hazard,Weather,4
41.75,-87.57,Road Closure,Unclassified,1
41.75,-87.57,Traffic Jam,Heavy,1
41.75,-87.57,Traffic Jam,Standstill,1
41.75,-87.57,Traffic Jam,Unclassified,14
41.75,-87.56,Accident,Unclassified,2
41.75,-87.56,Hazard,Road,5
41.75,-87.56,Hazard,Weather,4
41.75,-87.56,Traffic Jam,Moderate,1
41.75,-87.56,Traffic Jam,Unclassified,1
41.76,-87.8,Accident,Unclassified,2
41.76,-87.8,Hazard,Road,55
41.76,-87.8,Hazard,Shoulder,2
41.76,-87.8,Traffic Jam,Heavy,17
41.76,-87.8,Traffic Jam,Standstill,29
41.76,-87.8,Traffic Jam,Unclassified,7
41.76,-87.79,Traffic Jam,Standstill,1
41.76,-87.74,Accident,Unclassified,1
41.76,-87.74,Hazard,Road,39
41.76,-87.74,Traffic Jam,Heavy,1
41.76,-87.74,Traffic Jam,Standstill,2
41.76,-87.74,Traffic Jam,Unclassified,4
41.76,-87.73,Accident,Unclassified,1
41.76,-87.73,Hazard,Road,31
41.76,-87.73,Hazard,Weather,2
41.76,-87.73,Road Closure,Unclassified,2
41.76,-87.73,Traffic Jam,Standstill,2
41.76,-87.72,Accident,Unclassified,4
41.76,-87.72,Hazard,Road,14
41.76,-87.72,Road Closure,Unclassified,4
41.76,-87.72,Traffic Jam,Heavy,28
41.76,-87.72,Traffic Jam,Moderate,1
41.76,-87.72,Traffic Jam,Standstill,6
41.76,-87.72,Traffic Jam,Unclassified,10
41.76,-87.71,Accident,Unclassified,1
41.76,-87.71,Hazard,Road,10
41.76,-87.71,Hazard,Shoulder,1
41.76,-87.71,Road Closure,Hazard,1
41.76,-87.71,Traffic Jam,Heavy,5
41.76,-87.71,Traffic Jam,Moderate,1
41.76,-87.71,Traffic Jam,Standstill,2
41.76,-87.71,Traffic Jam,Unclassified,4
41.76,-87.7,Accident,Unclassified,1
41.76,-87.7,Hazard,Road,25
41.76,-87.7,Hazard,Weather,6
41.76,-87.7,Traffic Jam,Heavy,7
41.76,-87.7,Traffic Jam,Standstill,5
41.76,-87.7,Traffic Jam,Unclassified,4
41.76,-87.69,Accident,Unclassified,4
41.76,-87.69,Hazard,Road,46
41.76,-87.69,Hazard,Shoulder,5
41.76,-87.69,Hazard,Unclassified,1
41.76,-87.69,Road Closure,Unclassified,7
41.76,-87.69,Traffic Jam,Heavy,9
41.76,-87.69,Traffic Jam,Standstill,79
41.76,-87.69,Traffic Jam,Unclassified,14
41.76,-87.68,Accident,Major,1
41.76,-87.68,Accident,Minor,3
41.76,-87.68,Accident,Unclassified,13
41.76,-87.68,Hazard,Road,152
41.76,-87.68,Hazard,Shoulder,9
41.76,-87.68,Hazard,Unclassified,2
41.76,-87.68,Hazard,Weather,1
41.76,-87.68,Road Closure,Event,4
41.76,-87.68,Road Closure,Unclassified,25
41.76,-87.68,Traffic Jam,Heavy,34
41.76,-87.68,Traffic Jam,Moderate,2
41.76,-87.68,Traffic Jam,Standstill,48
